Year,Stage,Home Team Name,Away Team Name,Home Team Goals,Away Team Goals,Win conditions,Host Nation?_home,No. Prev Won World Cups_home,No. Ballon D'Or Winners/GOATs in Squad_home,Net Oil Exporter?_home,EU Member?_home,Recently Liberated from Authoritarianism?_home,Neoliberal Shock?_home,Committing Genocide?_home,Population (in millions)_home,Ideological Spectrum_Center_home,Ideological Spectrum_Center Left_home,Ideological Spectrum_Center Right_home,Ideological Spectrum_Left_home,Ideological Spectrum_Left _home,Ideological Spectrum_Right_home,Authoritarian Government?_home,Political System_Authoritarian Dictatorship_home,Political System_Authoritarian Monarchy_home,Political System_Authoritarian Theocracy_home,Political System_Christian Democracy_home,Political System_Communist Dictatorship_home,Political System_Constitutional Monarchy_home,Political System_Democracy_home,Political System_Emerging Democracy_home,Political System_Fascist Dictatorship_home,Political System_Fragile Democracy_home,Political System_Military Junta_home,Political System_Neoliberal Democracy_home,Political System_Populist Democracy_home,Political System_Social Democracy_home,Continent_Africa_home,Continent_Asia_home,Continent_Europe_home,Continent_Middle East_home,Continent_North America_home,Continent_Oceania_home,Continent_South America_home,WasColonizer_home,WasColonized_home,Same Government as Brazil?_home,No. WC Prev. Attended_home,No. Years Since Last WC Attendance_home,No. Years Since Best WC Perf._home,Best Perf._Final_home,Best Perf._Group Stage_home,Best Perf._New_home,Best Perf._Quarter-Final_home,Best Perf._Round of 16_home,Best Perf._Semi-Final_home,Host Nation?_away,No. Prev Won World Cups_away,No. Ballon D'Or Winners/GOATs in Squad_away,Net Oil Exporter?_away,EU Member?_away,Recently Liberated from Authoritarianism?_away,Neoliberal Shock?_away,Committing Genocide?_away,Population (in millions)_away,Ideological Spectrum_Center_away,Ideological Spectrum_Center Left_away,Ideological Spectrum_Center Right_away,Ideological Spectrum_Left_away,Ideological Spectrum_Left _away,Ideological Spectrum_Right_away,Authoritarian Government?_away,Political System_Authoritarian Dictatorship_away,Political System_Authoritarian Monarchy_away,Political System_Authoritarian Theocracy_away,Political System_Christian Democracy_away,Political System_Communist Dictatorship_away,Political System_Constitutional Monarchy_away,Political System_Democracy_away,Political System_Emerging Democracy_away,Political System_Fascist Dictatorship_away,Political System_Fragile Democracy_away,Political System_Military Junta_away,Political System_Neoliberal Democracy_away,Political System_Populist Democracy_away,Political System_Social Democracy_away,Continent_Africa_away,Continent_Asia_away,Continent_Europe_away,Continent_Middle East_away,Continent_North America_away,Continent_Oceania_away,Continent_South America_away,WasColonizer_away,WasColonized_away,Same Government as Brazil?_away,No. WC Prev. Attended_away,No. Years Since Last WC Attendance_away,No. Years Since Best WC Perf._away,Best Perf._Final_away,Best Perf._Group Stage_away,Best Perf._New_away,Best Perf._Quarter-Final_away,Best Perf._Round of 16_away,Best Perf._Semi-Final_away,Home_Colonized_Away,Away_Colonized_Home,GroupStage,R16,QF,SF,F,PO3
1930.0,Group 1,Argentina,Mexico,6.0,3.0, ,0,0,0,0,0,0,0,0,11.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1930,1930,0,0,1,0,0,0,0,0,0,0,0,1,0,0,16.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1930,1930,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1930.0,Group 2,Brazil,Bolivia,4.0,0.0, ,0,0,0,0,0,0,0,0,33.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1930,1930,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1930,1930,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1930.0,Group 4,Paraguay,Belgium,1.0,0.0, ,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1930,1930,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.01,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1930,1930,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1930.0,Group 3,Uruguay,Romania,4.0,0.0, ,1,0,0,0,0,0,0,0,1.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1930,1930,0,0,1,0,0,0,0,0,0,1,0,0,0,0,18.06,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1930,1930,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1930.0,Group 1,Argentina,Chile,3.0,1.0, ,0,0,0,0,0,0,0,0,11.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1930,1930,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.29,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1930,1930,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1930.0,Semi-finals,Argentina,United States,6.0,1.0, ,0,0,0,0,0,0,0,0,11.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1930,1930,0,0,1,0,0,0,0,0,0,0,0,0,0,0,121.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1930,1930,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1930.0,Semi-finals,Uruguay,Yugoslavia,6.0,1.0, ,1,0,0,0,0,0,0,0,1.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1930,1930,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.9,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1930,1930,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1930.0,Final,Uruguay,Argentina,4.0,2.0, ,1,0,0,0,0,0,0,0,1.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1930,1930,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1930,1930,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1934.0,Preliminary round,Austria,France,3.0,2.0,Austria win after extra time ,0,0,0,0,0,0,0,0,6.7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1930,1930,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1934.0,Preliminary round,Hungary,Egypt,4.0,2.0, ,0,0,0,0,0,0,0,0,8.8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1930,1930,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1930,1930,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1934.0,Preliminary round,Switzerland,Netherlands,3.0,2.0, ,0,0,0,0,0,0,0,0,4.11,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1930,1930,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.11,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1930,1930,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1934.0,Preliminary round,Sweden,Argentina,3.0,2.0, ,0,0,0,0,0,0,0,0,6.14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1930,1930,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.6,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1934.0,Preliminary round,Germany,Belgium,5.0,2.0, ,0,0,0,0,0,0,0,0,67.7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1930,1930,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.14,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1934.0,Preliminary round,Spain,Brazil,3.0,1.0, ,0,0,0,0,0,0,0,0,24.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1930,1930,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1934.0,Preliminary round,Italy,United States,7.0,1.0, ,1,0,0,0,0,0,0,0,41.4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1930,1930,0,0,1,0,0,0,0,0,0,0,0,0,0,0,125.6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,4,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1934.0,Preliminary round,Czechoslovakia,Romania,2.0,1.0, ,0,0,0,0,0,0,0,0,14.73,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1930,1930,0,0,1,0,0,0,0,0,0,1,0,0,0,0,17.54,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1934.0,Quarter-finals,Czechoslovakia,Switzerland,3.0,2.0, ,0,0,0,0,0,0,0,0,14.73,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1930,1930,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.11,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1930,1930,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1934.0,Quarter-finals,Germany,Sweden,2.0,1.0, ,0,0,0,0,0,0,0,0,67.7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1930,1930,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1930,1930,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1934.0,Quarter-finals,Italy,Spain,1.0,1.0, ,1,0,0,0,0,0,0,0,41.4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1930,1930,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1930,1930,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1934.0,Quarter-finals,Austria,Hungary,2.0,1.0, ,0,0,0,0,0,0,0,0,6.7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1930,1930,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1930,1930,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1934.0,Quarter-finals,Italy,Spain,1.0,0.0, ,1,0,0,0,0,0,0,0,41.4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1930,1930,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1930,1930,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1934.0,Semi-finals,Italy,Austria,1.0,0.0, ,1,0,0,0,0,0,0,0,41.4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1930,1930,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1930,1930,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1934.0,Semi-finals,Czechoslovakia,Germany,3.0,1.0, ,0,0,0,0,0,0,0,0,14.73,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1930,1930,0,0,1,0,0,0,0,0,0,0,0,0,0,0,67.7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1930,1930,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1934.0,Match for third place,Germany,Austria,3.0,2.0, ,0,0,0,0,0,0,0,0,67.7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1930,1930,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1930,1930,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1934.0,Final,Italy,Czechoslovakia,2.0,1.0,Italywin after extra time ,1,0,0,0,0,0,0,0,41.4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1930,1930,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.73,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1930,1930,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1938.0,First round,Switzerland,Germany,1.0,1.0, ,0,0,0,0,0,0,0,0,4.17,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,69.6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1938.0,First round,Hungary,Dutch East Indies,6.0,0.0, ,0,0,0,0,0,0,0,0,9.06,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,60.7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1930,1930,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1938.0,First round,France,Belgium,3.0,1.0, ,1,0,0,0,0,0,0,0,40.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.25,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1938.0,First round,Cuba,Romania,3.0,3.0, ,0,0,0,0,0,0,0,0,4.1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1930,1930,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16.83,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1938.0,First round,Italy,Norway,2.0,1.0,Italywin after extra time ,0,1,0,0,0,0,0,0,42.8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1930,1930,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1938.0,First round,Brazil,Poland,6.0,5.0,Brazil win after extra time ,0,0,0,0,0,0,0,0,39.1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28.8,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1930,1930,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1938.0,First round,Czechoslovakia,Netherlands,3.0,0.0,Czechoslovakia win after extra time ,0,0,0,0,0,0,0,0,14.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.51,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1938.0,First round,Cuba,Romania,2.0,1.0, ,0,0,0,0,0,0,0,0,4.1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1930,1930,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16.83,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1938.0,First round,Switzerland,Germany,4.0,2.0, ,0,0,0,0,0,0,0,0,4.17,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,69.6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0
